runs,unique_runs,mean_episode_violation_rate,median_elapsed_s,mean_elapsed_s,r1_mean_episode_violation_rate,r2_mean_episode_violation_rate,r3_mean_episode_violation_rate,r4_mean_episode_violation_rate
4800,4800,0.5466666666666666,4.271194696426392,4.69114789351821,0.0,0.38,0.8069444444444444,0.9997222222222221
