r,reward_mode,cost_setting,n,episode_violation_rate_mean,episode_violation_rate_sd,episode_violation_rate_ci_low,episode_violation_rate_ci_high,intervention_freq_mean,intervention_freq_sd,intervention_freq_ci_low,intervention_freq_ci_high,intervention_mag_mean,intervention_mag_sd,intervention_mag_ci_low,intervention_mag_ci_high,control_effort_mean,control_effort_sd,control_effort_ci_low,control_effort_ci_high,elapsed_s_mean,elapsed_s_sd,elapsed_s_ci_low,elapsed_s_ci_high
2,intervention_maximizing,blended alpha=0.5,20.0,0.2,0.4103913408340617,0.05,0.4,0.7423533228676085,0.1891137331267791,0.65501458137101,0.8146764455782313,0.5998135101393576,0.25891365840691144,0.48873436338893667,0.695358353048943,75.35317871488948,34.9190912060265,60.401144113279095,89.72516256988786,5.866277194023132,1.5830289723456588,5.110034693777561,6.470455545783043
2,intervention_maximizing,blended alpha=0.75,20.0,0.2,0.4103913408340617,0.05,0.4,0.7676449184942004,0.16170083588860895,0.6900594562956883,0.8290711113700069,0.6077203586579236,0.2529900838463249,0.4958528585453317,0.7079324923232764,74.46516890316325,33.94180915502501,60.52567802392207,88.97424233761058,5.922031915187835,1.6167828801209965,5.166105793118477,6.530708778202534
2,intervention_maximizing,regularized rw=0.25,20.0,0.2,0.4103913408340617,0.05,0.4,0.7573679951690822,0.19783560353536356,0.6664442210144927,0.8326794202898552,0.5987774013468765,0.26042573532898755,0.4847062275475434,0.7023686289647012,72.73202979861682,36.30238005044395,57.31512898138331,88.42901524203864,5.724469113349914,1.5130904792165847,5.005593067109585,6.300282815992833
2,intervention_maximizing,regularized rw=1,20.0,0.2,0.4103913408340617,0.05,0.4,0.7538095999492402,0.19811284216469963,0.6584629987944546,0.8283809335839599,0.5909297540286336,0.2635299580675009,0.4667185759403029,0.6979485965885656,73.21541468410567,36.530658982614376,58.226010307838216,89.27570450105547,5.686024010181427,1.5057311072419834,4.960649254918098,6.267315413355827
2,intervention_maximizing,regularized rw=4,20.0,0.2,0.4103913408340617,0.05,0.4,0.7725731400568863,0.17931391039275454,0.6856328990610329,0.8377198918817037,0.6037743174652922,0.25443800089396396,0.486323068630471,0.7021157092830494,73.42272709102778,35.06585455010617,58.78922569996278,88.35437495459624,5.630302608013153,1.4913036320862996,4.913690671026706,6.197046343684196
3,actuator_saturation,blended alpha=0.25,20.0,0.55,0.5104177855340404,0.35,0.75,0.44584819181964513,0.3289853424861253,0.30556075812109046,0.5917534397903883,0.11625143293132349,0.19531450758097266,0.04532514810456109,0.20443189867474115,140.87382851379212,97.60661288107701,101.75123122059041,182.1781616312803,5.155102324485779,1.6518107327341787,4.4305500423908235,5.850710622668266
3,actuator_saturation,blended alpha=0.5,20.0,0.55,0.5104177855340404,0.35,0.75,0.4519747818626351,0.32931892878698205,0.31671155608456003,0.5931471587008187,0.1177994452383683,0.19782165367753976,0.0382991067221735,0.20787609063259757,141.80705404027648,96.55240221473733,103.2538874426687,186.05863037781842,4.97820371389389,1.5483532494508485,4.327294924855232,5.629537389278412
3,actuator_saturation,blended alpha=0.75,20.0,0.55,0.5104177855340404,0.35,0.8,0.44142262213997563,0.32618458003180556,0.3126956284625189,0.5890543962754361,0.11568090139236305,0.194059467219929,0.04319310228926045,0.20247976981203564,137.25081553248748,94.11267361439286,98.65083705168635,181.60618462592024,5.19320056438446,1.7761652435755166,4.416810013353825,5.940326551795006
3,actuator_saturation,regularized rw=0.25,20.0,0.55,0.5104177855340404,0.35,0.75,0.5016622619275413,0.31626001115800234,0.36891512259990517,0.6483461382754054,0.1133681320759125,0.19183156687382022,0.03441343923153852,0.19683740274646663,131.8561274329652,95.2322233368185,94.31678347437462,174.4661812456073,5.02821661233902,1.8394686045796633,4.21852746039629,5.825133488178253
3,actuator_saturation,regularized rw=1,20.0,0.55,0.5104177855340404,0.35,0.75,0.5148317955316305,0.3169389429840648,0.3799907047626857,0.6528864768160118,0.11885673639856087,0.19700849482890176,0.044079592555653475,0.20613802287879116,141.99092762098562,103.68669169172699,100.25878192775293,186.035649826727,4.946500051021576,1.7891854900036541,4.190631977915763,5.7239488354325285
3,actuator_saturation,regularized rw=4,20.0,0.5333333333333333,0.5002923122143881,0.31666666666666665,0.75,0.4962595022547611,0.310025678604853,0.36540543538819475,0.6320394757822984,0.11408275621229755,0.1923082221262979,0.03175829568510103,0.2022301267464981,137.1401222284838,99.7730296638477,97.46316411520492,181.424999848104,4.972425484657288,1.6615794041032304,4.254598394036293,5.702859342396258
3,chattering,blended alpha=0.25,20.0,0.7833333333333333,0.4086062460700832,0.6,0.95,0.5356423096869171,0.3517377683586327,0.3879768921981154,0.6800657296255063,0.22117887465405178,0.20043663832986686,0.13905272527432722,0.30083626632517935,133.61982544680197,96.34669707275006,95.60708728160103,177.15205597476077,4.064132797718048,1.5338101809244082,3.440092809200287,4.728831848502158
3,chattering,blended alpha=0.5,20.0,0.7666666666666666,0.420247768744229,0.5829166666666666,0.9333333333333332,0.54409140683219,0.3540085688298341,0.3986105559657623,0.6965046168552315,0.22603009388786743,0.20542350282349933,0.14279909820213127,0.31245174502113626,137.74256606727934,98.74852354996683,97.76563070247713,180.76009778025397,4.09219343662262,1.567275371928094,3.419399177134037,4.768644227981567
3,chattering,blended alpha=0.75,20.0,0.7833333333333333,0.4086062460700832,0.6,0.95,0.5231830847701959,0.3464053984043861,0.3807907000238372,0.6725668253579404,0.21439306959424279,0.1982624068348305,0.12830703526808954,0.2971664500185638,132.87100244625955,89.68229339160287,98.59426897169311,173.48809146259237,4.11871554851532,1.6048243870723922,3.507659795284271,4.850279475748539
3,chattering,regularized rw=0.25,20.0,0.7833333333333333,0.4086062460700832,0.6,0.95,0.588422900054656,0.34035130951372644,0.4446928900457532,0.7340431661906561,0.21590001220121607,0.19398433297359724,0.1299005592039312,0.29568287924668507,132.50363241282167,90.92158695905975,95.39046439099876,176.51021126739363,3.906060206890106,1.3870821371167046,3.3448992094397543,4.503518919348716
3,chattering,regularized rw=1,20.0,0.7833333333333333,0.4086062460700832,0.5833333333333333,0.95,0.6165862731400514,0.32933421346285935,0.47208152602914266,0.7504043713954238,0.22010671989220051,0.19972311271663198,0.13899409791696007,0.30159339544748104,126.74117958752959,79.73893963787326,95.13940649654221,164.62038349591128,3.8717784881591797,1.362289713465546,3.331865199506283,4.489989793002605
3,chattering,regularized rw=4,20.0,0.8,0.41039134083406165,0.6,0.95,0.6141281765414044,0.34308277283758615,0.4607909952994218,0.7525858513368798,0.2224359365711972,0.20276680467496247,0.13530327167873699,0.3113112856868997,133.75769928471576,91.34579303328943,97.85545108163929,174.26621031172152,3.890336203575134,1.429762098407808,3.315550772547722,4.511480603814125
